item,itemLabel,position,positionLabel,start,psid
Q12244819,Maktoum bin Mohammed Al Maktoum,Q106181156,Deputy Prime Minister of the United Arab Emirates,2021-09-25,Q12244819-AD335839-3DE2-44A6-AAEF-A532805C85AF
Q12244819,Maktoum bin Mohammed Al Maktoum,Q106181285,Minister of Finance,2021-09-25,Q12244819-879009CE-CE1A-49DE-8715-21133CA3CC6C
Q16733485,Noura Al Kaabi,Q110975282,Minister of Culture and Youth,2020-07-05,Q16733485-D44413B1-4821-4E3A-B09A-8D74A48AF659
Q20740526,Abdul Rahman Mohammed Al Oweis,Q110964361,Minister of Health,2013-03-12,Q20740526-55578731-2BC6-4DA7-950B-76E5BD722EA9
Q556607,Mansour bin Zayed Al Nahyan,Q106181156,Deputy Prime Minister of the United Arab Emirates,2009-05-10,Q556607-479BC458-7FC5-4413-948B-188FADD0DC62
Q556607,Mansour bin Zayed Al Nahyan,Q110964337,Minister of Presidential Affairs,2009-11-01,Q556607-3384F42F-6FE2-461A-8001-277DC89C25D6
Q7400024,Saif bin Zayed Al Nahyan,Q106181156,Deputy Prime Minister of the United Arab Emirates,2009-05-10,Q7400024-168D6BCA-CBFA-4CCA-985C-BC8102F566AB
Q7400024,Saif bin Zayed Al Nahyan,Q110964305,Minister of the Interior,2004-11-01,Q7400024-EF2DE16B-ED38-4470-B984-071F41D7F882
Q57655,Mohammed bin Rashid Al Maktoum,Q110964248,Vice President of the United Arab Emirates,2006-01-05,Q57655-5297F868-C99B-4B89-9B5F-00522BE2FD43
Q57655,Mohammed bin Rashid Al Maktoum,Q110964264,Minister of Defence,1971-12-09,Q57655-FB17613B-70D5-4D71-AA73-0A0AB9E3FF6E
Q57655,Mohammed bin Rashid Al Maktoum,Q30101519,Prime Minister of the United Arab Emirates,2006-02-11,Q57655-32fabbef-4a71-f395-4234-0e3f100fd690
Q57655,Mohammed bin Rashid Al Maktoum,Q30101519,Prime Minister of the United Arab Emirates,2022-05-13,Q57655-45fc69ea-4cb1-a450-59e2-683aa852f627
Q58301,Abdullah bin Zayed Al Nahyan,Q110964346,Minister of Foreign Affairs and International Cooperation of the United Arab Emirates,2006-02-09,Q58301-3A6ED339-B448-47CB-909F-690531506CB2
